Coordinates,Amenity
"49.273511, -123.070469",parks
"49.27351523846585, -123.16074235782119",bikeways
"49.27351756557579, -123.06180878418948",bikeways
"49.2735193, -123.0705385",gardens
"49.27352098010627, -123.12059506900518",bikeways
"49.27353084385188, -123.12274599802535",parking
"49.273531316778055, -123.11860688304229","parking, parking"
"49.27353495483343, -123.12331757893696",bikeways
"49.27355681523501, -123.11841677657341","parking, parking"
"49.27355997493733, -123.0694520586823",parking
"49.273567334170345, -123.11824641660341","parking, parking"
"49.273567732885965, -123.1180852294096",parking
"49.27357122310474, -123.05658283817489",bikeways
"49.27357789661256, -123.16321462410097",bikeways
"49.27358611084472, -123.15445456336361",bikeways
"49.27359589421838, -123.12726816941179",bikeways
"49.27360459304059, -123.1276766713255",bikeways
"49.27360802267791, -123.12379984536537",parking
"49.273624029257434, -123.12412299070586","parking, parking"
"49.27363724597823, -123.14251137708277",bikeways
"49.27364438117431, -123.12061911526565",parking
"49.27366088040038, -123.12388192599269","parking, parking"
"49.273662, -123.069421","cultural, cultural, cultural, cultural, cultural"
"49.27366529190603, -123.1232727477311",parking
"49.27368271963795, -123.19813051513353",bikeways
"49.273686265562716, -123.12545693562387",parking
"49.27370175132762, -123.12424516664251","parking, parking"
"49.27370360129512, -123.14632392630821",bikeways
"49.27370682170368, -123.1254673417421",bikeways
"49.2737114, -123.0694828","cultural, cultural, cultural, cultural, cultural"
"49.27373601467432, -123.12197347497596",parking
"49.273738919370714, -123.12400241150108","parking, parking"
"49.2737425, -123.103652",cultural
"49.273743, -123.103652","cultural, cultural, cultural, cultural"
"49.27374349798608, -123.06180455205983",bikeways
"49.273743692734485, -123.07342243730756",bikeways
"49.273769630221764, -123.11220633257552",bikeways
"49.27377081305094, -123.13033864326016",bikeways
"49.27377484872832, -123.13136418688619",bikeways
"49.2737909, -123.0752583","cultural, cultural, cultural, cultural, cultural"
"49.27379855, -123.08375432",gardens
"49.27382003718489, -123.12123992520004",parking
"49.273828923025924, -123.12216034208947",bikeways
"49.273833689679485, -123.04939812194112",bikeways
"49.2738358887, -123.121519626",food_vendors
"49.273878955686214, -123.09846624857728",parking
"49.27387926527458, -123.11502524328301",bikeways
"49.27389406620891, -123.12771846427864",bikeways
"49.27390192502144, -123.0692455979457",parking
"49.27390386325811, -123.12236640698465",parking
"49.2739052366921, -123.12455786932901",parking
"49.27391195, -123.1526562",ev_charging
"49.2739359, -123.083385","cultural, cultural, cultural, cultural"
"49.273946, -123.099212",parks
"49.273980626555854, -123.12467355194413","parking, parking"
"49.27398647802695, -123.07394152546716",bikeways
"49.273989435122544, -123.12438766722849","parking, parking"
"49.2739966527038, -123.05658210537904",bikeways
"49.27400620732557, -123.11463823110837",bikeways
"49.2740112, -123.0771637","cultural, cultural, cultural, cultural"
"49.27401789338201, -123.13979903691767",bikeways
"49.27403215757058, -123.12525800638366",parking
"49.27403964865631, -123.11554978115991",bikeways
"49.274041185488, -123.04939447408586",bikeways
"49.274044249454235, -123.10176475672168",bikeways
"49.274048764225086, -123.13095056566058",bikeways
"49.27406615319613, -123.12450636383292","parking, parking"
"49.27409634439645, -123.11664558519367",bikeways
"49.27410359837901, -123.13022843148936",parking
"49.2741327500351, -123.15305708950777",bikeways
"49.274133935115444, -123.12391768571992",parking
"49.27413722408493, -123.1246149421307",parking
"49.27415261721827, -123.11489655381025",bikeways
"49.274159, -123.10319","cultural, cultural, cultural, cultural, cultural"
"49.27415903268531, -123.1300154765703",parking
"49.27416302203705, -123.06943599584424",parking
"49.274169, -123.09379","cultural, cultural, cultural"
"49.27417039817455, -123.12669130563104",parking
"49.27418167062534, -123.1025103023424",bikeways
"49.27418330487096, -123.13265425126843",bikeways
"49.274188990170565, -123.06963193502062",parking
"49.27420493779796, -123.12017563828799",parking
"49.27421304392203, -123.12819534478459",bikeways
"49.27421577165313, -123.12067452620117",bikeways
"49.27423841205193, -123.12967411289611",parking
"49.274252819332894, -123.06179453046411",bikeways
"49.27427258849621, -123.12509334169087",parking
"49.27427562138061, -123.20568058362296",bikeways
"49.27427984021455, -123.12665551485595",bikeways
"49.27429911746394, -123.11500484740095",parking
"49.27431506772342, -123.12930608441286",parking
"49.27431609379134, -123.11437549216365",bikeways
"49.274329255413015, -123.11768964400835",bikeways
"49.27433713711959, -123.15256447909972",bikeways
"49.27434169514576, -123.1184035330374",parking
"49.27434885872345, -123.04938911590074",bikeways
"49.274351168226254, -123.12521168734476","parking, parking"
"49.27435804831295, -123.11507374994653",parking
"49.2743622548375, -123.1218903777964",transit
"49.27437488137155, -123.11488988727137",parking
"49.27438342779826, -123.12502632739131","parking, parking"
"49.27438673593352, -123.13143953094792",parking
"49.274395864712126, -123.13118742383304",parking
"49.2744105862495, -123.14821311390683",parking
"49.274415, -123.102924",parks
"49.274426822771666, -123.14957417804251",parking
"49.274444293219055, -123.12031162021103",parking
"49.27444892142953, -123.11561856995964",bikeways
"49.27444985329476, -123.05658098090758",bikeways
"49.27445007174343, -123.07445506060311",bikeways
"49.27445106526835, -123.12855088924886",bikeways
"49.27446659386549, -123.12515415693088","parking, parking"
"49.27446796218472, -123.12651605666882",parking
"49.2744708812983, -123.11962686361622",bikeways
"49.27447287692631, -123.13000566076194",parking
"49.27447755898794, -123.12339785451258",parking
"49.27448732440634, -123.13071419743675",parking
"49.27450122680941, -123.12618663806997",parking
"49.27450164498949, -123.11703624448239",bikeways
"49.274505279765826, -123.11865209658811",bikeways
"49.27451054369914, -123.13201730258106",parking
"49.27451200859733, -123.07137879542154",schools
"49.27452011699414, -123.14772498438457",bikeways
"49.27454737213475, -123.11460862227942",bikeways
"49.27455100392586, -123.20946696050939",parking
"49.27456900398138, -123.12986571466251",parking
"49.274569753838136, -123.12443498866607",parking
"49.274569984915956, -123.12417001667671",parking
"49.27457121672283, -123.12556888636281",parking
"49.27458485645161, -123.21024323550127",bikeways
"49.274598, -123.09242",ev_charging
"49.2746070413581, -123.20867299386359",parking
"49.27461068027131, -123.1287893107699",bikeways
"49.27461400423847, -123.13212934734437",parking
"49.27462160550106, -123.11356056094547",bikeways
"49.2746304513506, -123.12540202983672","parking, parking"
"49.274637287408694, -123.13024847833559",parking
"49.27464337929076, -123.11840891559886",parking
"49.274648598166436, -123.12567201174936","parking, parking"
"49.274649338537586, -123.14628386621447",bikeways
"49.274653819933164, -123.13974690303804",bikeways
"49.27465704253731, -123.06942802823498",parking
"49.27465986444217, -123.20718584291367",bikeways
"49.27468603624875, -123.20766493258249",parking
"49.27470498971441, -123.06178533225318",bikeways
"49.27471205748853, -123.12553293617553","parking, parking"
"49.274714220869505, -123.12964272311281",parking
"49.27471992625317, -123.13011271731422",parking
"49.274723972054964, -123.12406343573599",bikeways
"49.27474063976564, -123.14771668009277",bikeways
"49.274743743106704, -123.1155973628437",parking
"49.2747502296, -123.122779848",food_vendors
"49.2747623790823, -123.15242171304222",bikeways
"49.27476297382573, -123.12295300280022","parking, parking"
"49.274763811100414, -123.04938198338365",bikeways
"49.27477152025545, -123.11938363354416",parking
"49.2747961298576, -123.12290249355812",parking
"49.27480675147115, -123.1398141610988",bikeways
"49.274814, -123.119555",parks
"49.274817992815045, -123.11603633932775",bikeways
"49.27483212999771, -123.13056128507175",parking
"49.27484496788627, -123.20666902510773",parking
"49.27485597274673, -123.21112994330741",parking
"49.274863369589355, -123.12989948205602",parking
"49.27486453642416, -123.05657995672118",bikeways
"49.274869791413074, -123.12917633799955",bikeways
"49.274884, -123.144548","cultural, cultural, cultural, cultural, cultural"
"49.27488925023637, -123.13219035270981",parking
"49.27489586065198, -123.12166898992396",parking
"49.27492282108102, -123.20565680587487",bikeways
"49.274923413334754, -123.20717074137866",bikeways
"49.27493604587603, -123.1236063008547",parking
"49.27494647440531, -123.1261338138439","parking, parking"
"49.27496999679147, -123.1477920457043",parking
"49.27499197877116, -123.14762493827558",parking
"49.27500816393783, -123.13317971408706",parking
"49.27501431115152, -123.13127441025402",parking
"49.275015, -123.093116",parks
"49.275016246861796, -123.12148604169587",parking
"49.27501820681322, -123.06177907295597",bikeways
"49.27501947923346, -123.12256485275059","parking, parking"
"49.2750258940066, -123.12625637173461","parking, parking"
"49.275030332283, -123.12602231307098","parking, parking"
"49.27503310476048, -123.21022540413253",bikeways
"49.275048, -123.077105",cultural
"49.27506984777904, -123.12248427791809","parking, parking"
"49.27508223151115, -123.13320415134228",bikeways
"49.275090791861544, -123.14626520768951",bikeways
"49.27509292843202, -123.12364229970593",parking
"49.27509415151443, -123.056581057973",bikeways
"49.27509464626934, -123.13045716460375",parking
"49.27510300200118, -123.20558100042813",parking
"49.2751042089491, -123.12613847786834","parking, parking"
"49.27511356651605, -123.14770265437772",bikeways
"49.27511799922295, -123.2118199654396",parking
"49.27512440663982, -123.11662869036174",bikeways
"49.2751460679586, -123.10195274966641",bikeways
"49.275150018181506, -123.1502120645424",parking
"49.27515668008899, -123.2041128528895",bikeways
"49.27517852829327, -123.04937468622728",bikeways
"49.27517998204923, -123.12649446514979","parking, parking"
"49.27518225715759, -123.13780495511419",bikeways
"49.27518447208197, -123.15204454052436",bikeways
"49.275188, -123.132046",parks
"49.27519959091787, -123.12966897295249",bikeways
"49.275207229838, -123.11372941263184",parking
"49.27521576580523, -123.13313904321554",parking
"49.27522649451462, -123.12508303718668",parking
"49.27522999485485, -123.21240500408354",parking
"49.27523599085204, -123.07192309841",schools
"49.2752446850843, -123.11864138766478",parking
"49.27525178048641, -123.11902798070113",parking
"49.27526205819785, -123.12662217269903","parking, parking"
"49.275263921197876, -123.1263829921658","parking, parking"
"49.275276, -123.084674",parks
"49.275286584729855, -123.12107805025155",parking
"49.27528736, -123.09269404",gardens
"49.27529800776875, -123.14936495753803",parking
"49.27532279236988, -123.14697525228947",bikeways
"49.275326517076486, -123.1153638667759",bikeways
"49.27533884704848, -123.13077600338352",parking
"49.2753410385251, -123.11462426000607",bikeways
"49.27534114197458, -123.12519582601784",parking
"49.27534507414264, -123.12650779658226","parking, parking"
"49.275345271111824, -123.12299269675565",parking
"49.2753465, -123.0803477","cultural, cultural, cultural, cultural, cultural"
"49.27534892836961, -123.12208018996485",parking
"49.27535246619901, -123.12503356407043",bikeways
"49.275353, -123.152513",parks
"49.27535361852141, -123.14889367646553",bikeways
"49.27535478038408, -123.07443946563804",bikeways
"49.27536004423666, -123.1465789973749",parking
"49.27536938296266, -123.21326163496167",bikeways
"49.275387331784216, -123.15097297478871",bikeways
"49.27539095245644, -123.11540284403571",parking
"49.27541639106772, -123.05026876999999","schools, schools"
"49.275433594290334, -123.05658016766807",bikeways
"49.27543688073978, -123.12083323790911",parking
"49.27544373206412, -123.13003367675283",bikeways
"49.27544978558857, -123.14346192834424",bikeways
"49.27547068593688, -123.06177046375183",bikeways
"49.27547813264105, -123.12078164649368","parking, parking"
"49.275500246235296, -123.13257248626991",bikeways
"49.27550697768437, -123.14998094594212",parking
"49.27550704291876, -123.1477660169102",parking
"49.27551301892219, -123.12070996747711","parking, parking"
"49.275526977873426, -123.06941000211559",parking
"49.2755317712893, -123.14624718348298",bikeways
"49.2755360725678, -123.14025871463812",bikeways
"49.27553699513092, -123.12271296299464",parking
"49.27555481865578, -123.14768610531257",bikeways
"49.27557819242235, -123.12455469920728",parking
"49.27558227, -123.02439453",gardens
"49.27559221750035, -123.12713016607798","parking, parking"
"49.275592264809774, -123.04936671886898",bikeways
"49.27560455413696, -123.1228689499287",parking
"49.275605207981116, -123.21270830645673",bikeways
"49.27560712773332, -123.13027777811362",bikeways
"49.27560902289223, -123.12479279522978",parking
"49.275612220664115, -123.10828626473167",bikeways
"49.27561917127612, -123.15166079070687",bikeways
"49.27561947680073, -123.12167068726801",parking
"49.275637781182226, -123.1269637678162","parking, parking"
"49.2756486, -123.0737717","cultural, cultural, cultural, cultural, cultural"
"49.275649970285876, -123.12664352641008",parking
"49.27565630954249, -123.11870692164177",parking
"49.27568363864312, -123.1238138661956",parking
"49.27568728218073, -123.13329929736967",bikeways
"49.275687386729736, -123.126581082645","parking, parking"
"49.2756879, -123.1402263","cultural, cultural, cultural, cultural, cultural"
"49.275700887369986, -123.10480091877194",bikeways
"49.27570344206818, -123.1020361630383",bikeways
"49.27570993487402, -123.06917848160255",parking
"49.275714406646905, -123.12627839361518","parking, parking"
"49.275716472553135, -123.12708517205304","parking, parking"
"49.27572674695347, -123.12461402464947",parking
"49.27573162012203, -123.05657641853702",bikeways
"49.275765864404846, -123.12646273445003","parking, parking"
"49.27577603317704, -123.13331670437792",parking
"49.27577931058561, -123.12246941185681",bikeways
"49.27578216270394, -123.11100117715966",bikeways
"49.275789608193726, -123.11764576715659",bikeways
"49.27579048692625, -123.1214116554955",parking
"49.27579612687885, -123.12615583250661","parking, parking"
"49.275802839348714, -123.04556662808874",schools
"49.275803046130825, -123.21437095709992",parking
"49.275813131685354, -123.13585543583943",bikeways
"49.2758184, -123.1000334","cultural, cultural, cultural, cultural, cultural"
"49.2758293197484, -123.14760634775281",parking
"49.27583165607668, -123.1275014693087","parking, parking"
"49.27583551479809, -123.1027656637229",bikeways
"49.27583813106858, -123.13062285893638",bikeways
"49.275844541640424, -123.12634275037479","parking, parking"
"49.275877938731035, -123.12603162146296","parking, parking"
"49.27587947985927, -123.1462326274377",bikeways
"49.27588273644292, -123.12734132639213","parking, parking"
"49.27590439783226, -123.21493207133622",bikeways
"49.2759229236745, -123.06176149454174",bikeways
"49.275924622536635, -123.12622227457034","parking, parking"
"49.275934599852405, -123.12235724250776",parking
"49.27594346197037, -123.1200832819008",parking
"49.27595198352292, -123.15017806751831",parking
"49.27595782667625, -123.05657614109383",bikeways
"49.275959571294635, -123.12590672214967","parking, parking"
"49.27597698386939, -123.06959801957531",parking
"49.27597755475614, -123.13185159084892",bikeways
"49.275989891065336, -123.2143642070299",bikeways
"49.27599583700367, -123.14766997757238",bikeways
"49.276000604582926, -123.11636858783432",bikeways
"49.27600308, -123.08797176",gardens
"49.27600404830998, -123.12610028441861","parking, parking"
"49.27600667179715, -123.04935913796001",bikeways
"49.27601247608767, -123.12198678718424",parking
"49.27602904, -123.0712951",ev_charging
"49.276031, -123.110068","cultural, cultural, cultural, cultural, cultural"
"49.27604300215628, -123.1257823769204","parking, parking"
"49.27604897267933, -123.06940303565597",parking
"49.27604924181608, -123.13603413954836",dog_parks
"49.27605146432617, -123.11992146797131",parking
"49.276054132203406, -123.15127648976492",bikeways
"49.276065, -123.071093","cultural, cultural"
"49.276084, -123.142663","cultural, cultural, cultural, cultural, cultural"
"49.27608472402651, -123.12597853077631","parking, parking"
"49.27609692768773, -123.13498677758558",bikeways
"49.276097, -123.07867","cultural, cultural, cultural, cultural, cultural"
"49.2760974669531, -123.14622307903593",bikeways
"49.2761039, -123.0809925",cultural
"49.2761045, -123.0786643","cultural, cultural, cultural, cultural"
"49.27611747035243, -123.1209061155938",parking
"49.27612102965576, -123.12566365426669","parking, parking"
"49.27614295036538, -123.12383846459639",bikeways
"49.27615468393964, -123.13110449994092",bikeways
"49.276156, -123.110433","cultural, cultural, cultural, cultural, cultural"
"49.27616027116303, -123.10642153364348",bikeways
"49.27616639232636, -123.12083144544134","parking, parking"
"49.276166443516985, -123.12585635320146","parking, parking"
"49.27617693798344, -123.13400737292136",bikeways
"49.27618796126727, -123.1493189764859",parking
"49.27619, -123.110438","cultural, cultural, cultural, cultural, cultural"
"49.27619032479147, -123.11623145208881",parking
"49.2762044, -123.0812684",cultural
"49.2762084, -123.119591","cultural, cultural, cultural, cultural"
"49.27620918151045, -123.12195396057847",parking
"49.276211, -123.043281",gardens
"49.27621402356635, -123.11510905813775",bikeways
"49.276214175530725, -123.12077047924254",parking
"49.27621643037728, -123.21457124582281",bikeways
"49.27622022259417, -123.12810202673433","parking, parking"
"49.27622888568741, -123.11965220104757",parking
"49.2762334, -123.0997603","cultural, cultural, cultural"
"49.27623662498295, -123.21522648122286",bikeways
"49.276237296078094, -123.14056277082068",bikeways
"49.27624479539551, -123.12573719125274","parking, parking"
"49.276261, -123.144436","cultural, cultural, cultural, cultural, cultural, cultural"
"49.27626334906619, -123.15057235482554",bikeways
"49.27626385327337, -123.07442373446567",bikeways
"49.2762659845484, -123.14725905289127",parking
"49.276268968820766, -123.06959595573765",parking
"49.27628598229193, -123.1484319669152",parking
"49.27632478331332, -123.12342364855705",parking
"49.276326939748266, -123.1256128555027","parking, parking"
"49.276339930872126, -123.10217329024502",bikeways
"49.276350539357345, -123.08335152608844",dog_parks
"49.276361, -123.144299","cultural, cultural, cultural, cultural, cultural"
"49.276365, -123.144897","cultural, cultural, cultural, cultural, cultural"
"49.27637264392367, -123.05657652617579",bikeways
"49.27637307822204, -123.11855150918268",bikeways
"49.276374916144434, -123.06175275620298",bikeways
"49.276381, -123.025811",parks
"49.27638172791606, -123.11942128526476",parking
"49.27641039111663, -123.12548589675337",parking
"49.27642131511557, -123.04935280505696",bikeways
"49.27642323026667, -123.14997891221726",parking
"49.27643321635273, -123.13426219255687",bikeways
"49.276444023088835, -123.1204232937226",parking
"49.2764562, -123.1202261","cultural, cultural, cultural, cultural"
"49.276458, -123.123995",parks
"49.276458446540914, -123.12350432651655",parking
"49.27645898308514, -123.14757102409587",parking
"49.27646597522544, -123.10252981342116",bikeways
"49.276468262748, -123.13159051800879",bikeways
"49.276474210210175, -123.11927053958323","parking, parking"
"49.27647466867756, -123.11741766857098",parking
"49.27647844444947, -123.14620679956332",bikeways
"49.27649838897054, -123.15005101957358",bikeways
"49.276514, -123.1001","cultural, cultural, cultural"
"49.2765155, -123.0729141",cultural
"49.27651646624809, -123.14765056543698",bikeways
"49.27652349164142, -123.11919518073155","parking, parking"
"49.276528660881624, -123.12146973878828",parking
"49.2765430378466, -123.1336333435534",bikeways
"49.27655903209162, -123.1343904741826",bikeways
"49.27656187379355, -123.12864808356339","parking, parking"
"49.27656871559382, -123.10310589501849",parking
"49.27658898283686, -123.10917604147652",parking
"49.27660756213101, -123.1220204256248",parking
"49.2766268, -123.1211143","cultural, cultural, cultural, cultural, cultural"
"49.27663024331659, -123.12849708571352","parking, parking"
"49.27663596072028, -123.12237335781771",greenways
"49.2766419, -123.0704625","cultural, cultural"
"49.2766419052371, -123.13070684395873","parking, parking"
"49.2766423, -123.0704947","cultural, cultural, cultural"
"49.27664730583405, -123.12115693642221",bikeways
"49.27666042152609, -123.11578305827427",bikeways
"49.276661430130844, -123.1200925726787",parking
"49.27667000070212, -123.12304161358804",bikeways
"49.2766739, -123.0657972",cultural
"49.276674, -123.065797","cultural, cultural, cultural, cultural, cultural"
"49.276676, -123.065816","cultural, cultural, cultural, cultural, cultural"
"49.276680710137256, -123.06174854537896",bikeways
"49.276691242790065, -123.1223876280594",parking
"49.27669811560544, -123.10220123637785",bikeways
"49.27669847182659, -123.13453265279561",bikeways
"49.276723129370886, -123.12282125856176",parking
"49.27672355400417, -123.14727141372914",parking
"49.27672860450327, -123.13058427351619","parking, parking"
"49.2767329116256, -123.12089789989722",parking
"49.2767769, -123.1461243",cultural
"49.276777, -123.146124","cultural, cultural, cultural, cultural, cultural"
"49.27678159864964, -123.14691794632279",bikeways
"49.27678578295809, -123.11989876256443","parking, parking"
"49.276789426701534, -123.13079393047214",parking
"49.276797894865226, -123.13210139818271",bikeways
"49.276803772276935, -123.13047722154614","parking, parking"
"49.276805, -123.046256",gardens
"49.27680580937936, -123.1290074521498",parking
"49.27682075267141, -123.11924906271115",bikeways
"49.2768237, -123.0736378",cultural
"49.2768328619548, -123.1185580052319",parking
"49.27683306158893, -123.10639224003862",bikeways
"49.27683496118914, -123.15003810420347",bikeways
"49.27683585418972, -123.04934630945556",bikeways
"49.27683596773419, -123.11982010646098","parking, parking"
"49.27683847475912, -123.13055123884416",bikeways
"49.27684555653972, -123.12483326899738",parking
"49.27684889515701, -123.14782393749611",bikeways
"49.27684925919312, -123.13272490606306",bikeways
"49.27686496437545, -123.1197891055293",parking
"49.276873057416545, -123.07425078650456",bikeways
"49.27687756587167, -123.1291185056761","parking, parking"
"49.276881634743646, -123.06504858875364",schools
"49.27688248102135, -123.13035691146271","parking, parking"
"49.276896870474985, -123.11501659950397",bikeways
"49.276898736163446, -123.1021322096324",bikeways
"49.27690025095336, -123.10833171729766",bikeways
"49.27690694125937, -123.06174770180797",bikeways
"49.2769146, -123.0698555","cultural, cultural, cultural, cultural, cultural"
"49.27691471223921, -123.12893658862066","parking, parking"
"49.2769232201811, -123.119261061127",ev_charging
"49.27692401389532, -123.1083580683751",parking
"49.276928735124635, -123.14860561229469",parking
"49.276943114708786, -123.10376740628992",parking
"49.2769475, -123.0725648",cultural
"49.276952139939944, -123.1292356436486","parking, parking"
"49.276956876564164, -123.2196514469281",bikeways
"49.276961304594316, -123.10448918298029",bikeways
"49.276965628685154, -123.13023268066041",parking
"49.276969, -123.045928",gardens
"49.276974, -123.124732","cultural, cultural, cultural, cultural, cultural"
"49.27697511729554, -123.11626745497328",bikeways
"49.276983, -123.087485",parks
"49.27699912097391, -123.12906737667545",parking
"49.27700572154002, -123.14618458076819",bikeways
"49.277013996718885, -123.1050120553398",parking
"49.277042, -123.118921",parks
"49.277045194218616, -123.11494264146852",parking
"49.277049, -123.109143","cultural, cultural, cultural, cultural, cultural"
"49.277049, -123.143159",parks
"49.27705028063621, -123.10713151033944",parking
"49.277051479538784, -123.05657533661318",bikeways
"49.277056653963776, -123.14901573358412",bikeways
"49.27705950137335, -123.12066408236811",parking
"49.277061847359775, -123.13091892226645",schools
"49.277063, -123.216909",parks
"49.277065, -123.125711","cultural, cultural, cultural, cultural, cultural"
"49.27706518657385, -123.10213051810382",bikeways
"49.277066072372136, -123.1027611875347",bikeways
"49.27706706517763, -123.1322233544005",bikeways
"49.277071, -123.075559","cultural, cultural"
"49.2770714, -123.1279039",cultural
"49.277074, -123.125727","cultural, cultural, cultural, cultural, cultural"
"49.2770749, -123.1279039",cultural
"49.27708019792494, -123.15002858928675",bikeways
"49.277084, -123.125738","cultural, cultural, cultural, cultural, cultural"
"49.2770875, -123.1500693","cultural, cultural, cultural, cultural"
"49.27709605841853, -123.12945662603879","parking, parking"
"49.27710784797671, -123.10702861862492",bikeways
"49.27710880929043, -123.12417409389238",parking
"49.27711482880213, -123.12371511269338",dog_parks
"49.27712361862993, -123.12832860242732",parking
"49.27713131408394, -123.12309066799997",parking
"49.27715901390193, -123.10539099379672",parking
"49.2771729416438, -123.1203608183038",bikeways
"49.2771730122962, -123.12957694715224","parking, parking"
"49.27717907987608, -123.11980305058734",bikeways
"49.27718405377877, -123.13502775781184",bikeways
"49.27719386728177, -123.1129067305254",bikeways
"49.277198301369076, -123.10693192922493",parking
"49.27719975635451, -123.11930205436542","parking, parking"
"49.277235478242716, -123.11822363280655",parking
"49.277236659564196, -123.11924496373773","parking, parking"
"49.2772414, -123.0660915","cultural, cultural, cultural, cultural, cultural"
"49.27724290092625, -123.13195752420994",bikeways
"49.27724606013277, -123.10212853760859",bikeways
"49.27724896469254, -123.10279603519349",parking
"49.277250275627416, -123.04933822018795",bikeways
"49.27727412756882, -123.11918968917729","parking, parking"
"49.277275893375226, -123.12198830820005",parking
"49.27727949974128, -123.06174596714246",bikeways
"49.277291, -123.067926",parks
"49.2773069, -123.0982961",cultural
"49.27731028802823, -123.12412797876443",parking
"49.27731073314518, -123.11913331258157","parking, parking"
"49.27731349432935, -123.11678868321847",bikeways
"49.27732511321562, -123.13163692993437","parking, parking"
"49.277325129568226, -123.08031947265404",bikeways
"49.27734129070692, -123.12315631689043",parking
"49.27734147913421, -123.11779045288421",parking
"49.27734777893262, -123.11907744565453","parking, parking"
"49.277347878666276, -123.08197199337204",bikeways
"49.2773524, -123.130624",cultural
"49.27736567614359, -123.08293084607452",bikeways
"49.27736789341663, -123.12770204578626",parking
"49.27738590392619, -123.08411601984784",bikeways
"49.27738638391163, -123.07421011010099",bikeways
"49.277390780507254, -123.11901187281924",parking
"49.277405605374874, -123.13151559403669","parking, parking"
"49.277411494768806, -123.12206593646171",parking
"49.277411793649264, -123.10635927142722",bikeways
"49.27741989480591, -123.086137049781",bikeways
"49.27742396932837, -123.11421937914652",bikeways
"49.277425044909776, -123.1021265609936",bikeways
"49.2774273253, -123.114069374",food_vendors
"49.27742827927827, -123.02465207933754",bikeways
"49.27743096143345, -123.02642658470569",bikeways
"49.277431470720934, -123.13167252074554",bikeways
"49.2774339253891, -123.02812070618906",bikeways
"49.27743704529013, -123.02964509144734",bikeways
"49.27743822549499, -123.03047971752802",bikeways
"49.27743851843562, -123.03100897161954",bikeways
"49.277438961070736, -123.03135120823136",bikeways
"49.27743920090238, -123.03153922547403",bikeways
"49.27743942282441, -123.03171437414666",bikeways
"49.27743963670045, -123.03188508893678",bikeways
"49.27744115089668, -123.03277781937105",bikeways
"49.277443418428945, -123.0874637208836",bikeways
"49.277443850561774, -123.03489574390477",bikeways
"49.27744473377793, -123.0365684587982",bikeways
"49.27744585165625, -123.03757264082465",bikeways
"49.27744752116651, -123.0385259872335",bikeways
"49.27744881703675, -123.03920040061843",bikeways
"49.27744979891037, -123.04013976527224",bikeways
"49.27745074798304, -123.041086345864",bikeways
"49.27745158877245, -123.04197024911264",bikeways
"49.27745241199031, -123.04290276700073",bikeways
"49.27745354177342, -123.04370366426569",bikeways
"49.27745487951555, -123.04539571647238",bikeways
"49.27745558007573, -123.04696589125118",bikeways
"49.27745576972996, -123.04734596850093",bikeways
"49.277456285005314, -123.04802010795927",bikeways
"49.277457058483975, -123.04895302393139",bikeways
"49.277457709548294, -123.04989935084713",bikeways
"49.27745843774737, -123.0512127275834",bikeways
"49.277460727755994, -123.12184623238315",bikeways
"49.277461166876826, -123.05327176916933",bikeways
"49.27746328631041, -123.08864765369017",bikeways
"49.277464345054916, -123.05518934231037",bikeways
"49.277465, -123.147587","cultural, cultural, cultural, cultural, cultural"
"49.27746581645199, -123.05618525087371",bikeways
"49.27746896424804, -123.05691804106222",bikeways
"49.277471568891364, -123.10271716925946",bikeways
"49.2774739979781, -123.05756884438166",bikeways
"49.27748387302815, -123.05884352705411",bikeways
"49.27748650418916, -123.13139249901921","parking, parking"
"49.27749770703256, -123.07927066110652",bikeways
"49.27749845620917, -123.06077762588629",bikeways
"49.277498809759116, -123.09066637239695",bikeways
"49.27750603535641, -123.11972631516397",parking
"49.2775077, -123.1165781","cultural, cultural, cultural, cultural"
"49.27751281008267, -123.06271215616621",bikeways
"49.27751541887193, -123.1203225198012",bikeways
"49.27751689492423, -123.06651618153639",bikeways
"49.27752181018103, -123.1293918163299",parking
"49.27752481720408, -123.06431455742748",bikeways
"49.277532137246325, -123.06528285921229",bikeways
"49.277533853938706, -123.06788892753232",bikeways
"49.27753584606398, -123.10482078258885",bikeways
"49.27753598200655, -123.09261503755683",bikeways
"49.27754399611879, -123.10092025654035",bikeways
"49.277553780632495, -123.06921174862366",bikeways
"49.277562040505245, -123.12933212934009","parking, parking"
"49.277570443509994, -123.10212502126039",bikeways
"49.27757064431133, -123.11344354347607",schools
"49.27757077104047, -123.07026836362091",bikeways
"49.277572664030316, -123.09456283646821",bikeways
"49.27757325947022, -123.13126084007543","parking, parking"
"49.27758331444983, -123.0716152950053",bikeways
"49.27758345182654, -123.11720706222289",bikeways
"49.27758965772324, -123.10369729663975",bikeways
"49.27759646336366, -123.08968508972652",bikeways
"49.277600075934366, -123.12760542950895",parking
"49.27760088564717, -123.07348207191025",bikeways
"49.27760431797744, -123.0962480081069",bikeways
"49.2776062686017, -123.13140841815826",bikeways
"49.27762176034696, -123.13337809837324",bikeways
"49.277624568134705, -123.07538782291873",bikeways
"49.27763076271421, -123.10311212078838",bikeways
"49.2776313068703, -123.1294977189005","parking, parking"
"49.27763786943998, -123.09800541866561",bikeways
"49.27763810278272, -123.12144150165835",parking
"49.27764086926234, -123.1292160367033","parking, parking"
